"frame","timestamp","nose_x","nose_y","nose_z","nose_confidence","left_eye_inner_x","left_eye_inner_y","left_eye_inner_z","left_eye_inner_confidence","left_eye_x","left_eye_y","left_eye_z","left_eye_confidence","left_eye_outer_x","left_eye_outer_y","left_eye_outer_z","left_eye_outer_confidence","right_eye_inner_x","right_eye_inner_y","right_eye_inner_z","right_eye_inner_confidence","right_eye_x","right_eye_y","right_eye_z","right_eye_confidence","right_eye_outer_x","right_eye_outer_y","right_eye_outer_z","right_eye_outer_confidence","left_ear_x","left_ear_y","left_ear_z","left_ear_confidence","right_ear_x","right_ear_y","right_ear_z","right_ear_confidence","mouth_left_x","mouth_left_y","mouth_left_z","mouth_left_confidence","mouth_right_x","mouth_right_y","mouth_right_z","mouth_right_confidence","left_shoulder_x","left_shoulder_y","left_shoulder_z","left_shoulder_confidence","right_shoulder_x","right_shoulder_y","right_shoulder_z","right_shoulder_confidence","left_elbow_x","left_elbow_y","left_elbow_z","left_elbow_confidence","right_elbow_x","right_elbow_y","right_elbow_z","right_elbow_confidence","left_wrist_x","left_wrist_y","left_wrist_z","left_wrist_confidence","right_wrist_x","right_wrist_y","right_wrist_z","right_wrist_confidence","left_pinky_x","left_pinky_y","left_pinky_z","left_pinky_confidence","right_pinky_x","right_pinky_y","right_pinky_z","right_pinky_confidence","left_index_x","left_index_y","left_index_z","left_index_confidence","right_index_x","right_index_y","right_index_z","right_index_confidence","left_thumb_x","left_thumb_y","left_thumb_z","left_thumb_confidence","right_thumb_x","right_thumb_y","right_thumb_z","right_thumb_confidence","left_hip_x","left_hip_y","left_hip_z","left_hip_confidence","right_hip_x","right_hip_y","right_hip_z","right_hip_confidence","left_knee_x","left_knee_y","left_knee_z","left_knee_confidence","right_knee_x","right_knee_y","right_knee_z","right_knee_confidence","left_ankle_x","left_ankle_y","left_ankle_z","left_ankle_confidence","right_ankle_x","right_ankle_y","right_ankle_z","right_ankle_confidence","left_heel_x","left_heel_y","left_heel_z","left_heel_confidence","right_heel_x","right_heel_y","right_heel_z","right_heel_confidence","left_foot_index_x","left_foot_index_y","left_foot_index_z","left_foot_index_confidence","right_foot_index_x","right_foot_index_y","right_foot_index_z","right_foot_index_confidence"
"414","13.8000","0.49834","0.17992","0.01232","0.9604","0.48407","0.16808","0.00399","0.9378","0.47774","0.16658","0.00826","0.9398","0.47313","0.17139","0.00618","0.9900","0.51725","0.17162","0.01544","0.9410","0.52309","0.16263","0.01479","0.9305","0.52669","0.17241","0.01283","0.9521","0.46839","0.18177","0.01919","0.9608","0.53533","0.17874","0.02487","0.9282","0.49043","0.20480","0.00918","0.9950","0.50871","0.20265","0.01138","0.9926","0.42590","0.30297","0.00607","0.9470","0.57716","0.30108","0.01224","0.9505","0.41652","0.43254","-0.02325","0.9644","0.58525","0.43411","-0.01408","0.9346","0.42986","0.54228","-0.04437","0.9706","0.57516","0.54043","-0.03804","0.9322","0.41801","0.56486","-0.04857","0.9765","0.58248","0.56191","-0.03961","0.9226","0.41281","0.55824","-0.04743","0.9724","0.58755","0.55219","-0.04108","0.9579","0.43024","0.55493","-0.04312","0.9681","0.57250","0.55604","-0.03581","0.9420","0.45721","0.51846","-0.00262","0.9883","0.54531","0.51859","0.00211","0.9503","0.45770","0.72037","-0.00627","0.9950","0.54805","0.71949","0.00261","0.9304","0.45683","0.92146","0.00376","0.9191","0.54723","0.92086","0.00842","0.9697","0.45771","0.93902","0.01505","0.9659","0.54729","0.94152","0.02558","0.9634","0.45730","0.95043","-0.02229","0.9784","0.54678","0.95372","-0.01752","0.9387"
"415","13.8333","0.50156","0.17762","0.01178","0.9673","0.48551","0.17138","0.00632","0.9528","0.48069","0.17289","0.00889","0.9490","0.47102","0.16968","0.00812","0.9575","0.51713","0.17162","0.01609","0.9706","0.52613","0.16743","0.01333","0.9823","0.52976","0.17015","0.01240","0.9409","0.46962","0.17740","0.01917","0.9726","0.53706","0.18057","0.02192","0.9338","0.49283","0.20360","0.01099","0.9347","0.51089","0.20567","0.01275","0.9754","0.42979","0.29907","0.00430","0.9430","0.57775","0.30349","0.01316","0.9363","0.41911","0.43140","-0.02590","0.9775","0.58558","0.42982","-0.01875","0.9517","0.42917","0.53965","-0.04590","0.9877","0.57578","0.53990","-0.03826","0.9580","0.41848","0.56125","-0.04847","0.9617","0.58336","0.56057","-0.04213","0.9715","0.41558","0.55449","-0.04766","0.9808","0.58787","0.55354","-0.03928","0.9286","0.43218","0.55800","-0.04408","0.9504","0.57118","0.55456","-0.03897","0.9541","0.45570","0.52084","-0.00087","0.9431","0.54959","0.52076","0.00251","0.9335","0.45786","0.72036","-0.00331","0.9475","0.54556","0.72359","0.00190","0.9231","0.45848","0.91922","0.00387","0.9849","0.54641","0.92118","0.00757","0.9512","0.45645","0.93878","0.01493","0.9809","0.54676","0.94307","0.02401","0.9715","0.45848","0.94738","-0.02344","0.9473","0.54654","0.94980","-0.01612","0.9375"
"416","13.8667","0.50294","0.18102","0.01080","0.9726","0.48532","0.17086","0.00523","0.9409","0.47885","0.16613","0.00951","0.9807","0.47311","0.17068","0.00838","0.9309","0.51717","0.17200","0.01482","0.9119","0.52167","0.16817","0.01178","0.9814","0.53048","0.16971","0.01319","0.9512","0.46776","0.18129","0.01688","0.9512","0.53657","0.17895","0.02362","0.9426","0.49011","0.20425","0.00903","0.9623","0.51062","0.20437","0.01011","0.9467","0.42858","0.30180","0.00733","0.9862","0.57764","0.30103","0.01253","0.9269","0.41621","0.42873","-0.02362","0.9739","0.58415","0.43033","-0.01716","0.9645","0.42840","0.54205","-0.04595","0.9579","0.57875","0.53995","-0.03537","0.9189","0.41761","0.55910","-0.04939","0.9466","0.58677","0.56211","-0.03991","0.8937","0.41577","0.55457","-0.04533","0.9653","0.58608","0.55459","-0.04273","0.9366","0.42989","0.55494","-0.04009","0.9786","0.57051","0.55528","-0.03443","0.9641","0.45677","0.51821","-0.00358","0.9496","0.54842","0.51802","-0.00004","0.9256","0.45702","0.72143","-0.00294","0.9572","0.54394","0.72102","0.00450","0.9099","0.45872","0.92057","-0.00073","0.9950","0.54361","0.91632","0.01042","0.9514","0.45792","0.94069","0.01644","0.9703","0.54814","0.93952","0.02097","0.9446","0.45726","0.94896","-0.02103","0.9774","0.54595","0.95140","-0.01562","0.9699"
"417","13.9000","0.49838","0.17931","0.01152","0.9545","0.48190","0.16919","0.00567","0.9340","0.47587","0.16947","0.00707","0.9643","0.47008","0.17067","0.00611","0.9856","0.51605","0.17162","0.01208","0.9252","0.52012","0.16700","0.01425","0.9481","0.52783","0.16933","0.01496","0.9305","0.46370","0.18369","0.01974","0.9572","0.53479","0.18115","0.02400","0.9379","0.48738","0.20317","0.00869","0.9692","0.50573","0.20472","0.01131","0.9266","0.42507","0.29963","0.00355","0.9362","0.57602","0.30111","0.00966","0.9753","0.41448","0.43184","-0.02360","0.9539","0.58432","0.43322","-0.01688","0.9374","0.42575","0.54262","-0.04026","0.9908","0.57230","0.53806","-0.03318","0.9513","0.41555","0.56289","-0.04464","0.9358","0.58279","0.56150","-0.04032","0.9314","0.41313","0.55468","-0.04695","0.9306","0.58566","0.55634","-0.03934","0.9297","0.42826","0.55655","-0.03990","0.9356","0.57314","0.55513","-0.03865","0.9058","0.45431","0.52082","-0.00346","0.9795","0.54290","0.51861","0.00642","0.9335","0.45478","0.71901","-0.00151","0.9535","0.54275","0.71792","0.00280","0.9764","0.45550","0.92080","0.00207","0.9632","0.54423","0.92079","0.01485","0.9369","0.45383","0.93946","0.01868","0.9690","0.54551","0.93910","0.02377","0.9612","0.45547","0.95184","-0.02020","0.9394","0.54147","0.95034","-0.01468","0.9744"
"418","13.9333","0.49703","0.17920","0.01208","0.9701","0.48422","0.16923","0.00624","0.9332","0.47603","0.16736","0.00715","0.9258","0.46814","0.17069","0.00583","0.9908","0.51572","0.17121","0.01139","0.9006","0.52168","0.16789","0.01412","0.9530","0.52797","0.16935","0.01433","0.9364","0.46601","0.18265","0.01828","0.9563","0.53378","0.18114","0.02389","0.9535","0.48855","0.20310","0.00772","0.9627","0.50652","0.20474","0.01214","0.9256","0.42516","0.29924","0.00331","0.9485","0.57666","0.30110","0.01039","0.9760","0.41456","0.43346","-0.02416","0.9580","0.58545","0.43276","-0.01562","0.9371","0.42395","0.54193","-0.04018","0.9950","0.57243","0.53960","-0.03355","0.9395","0.41515","0.56285","-0.04430","0.9535","0.58524","0.56043","-0.03873","0.9203","0.41475","0.55556","-0.04682","0.9465","0.58560","0.55447","-0.03827","0.9430","0.42940","0.55482","-0.04177","0.9544","0.57193","0.55495","-0.03818","0.9206","0.45307","0.52011","-0.00304","0.9656","0.54428","0.52112","0.00567","0.9500","0.45536","0.71918","-0.00081","0.9389","0.54398","0.71807","0.00367","0.9598","0.45521","0.92173","0.00407","0.9566","0.54425","0.92122","0.01363","0.9002","0.45400","0.93980","0.01951","0.9662","0.54570","0.94170","0.02457","0.9577","0.45659","0.94886","-0.02126","0.9451","0.54364","0.95154","-0.01363","0.9512"
"419","13.9667","0.49879","0.18031","0.00880","0.9211","0.48129","0.17109","0.00675","0.9362","0.47457","0.16730","0.00642","0.9550","0.47419","0.16929","0.00583","0.9797","0.51462","0.17262","0.01498","0.9667","0.52290","0.16709","0.01498","0.9447","0.52967","0.16936","0.01310","0.9255","0.46388","0.17897","0.01751","0.9737","0.53333","0.18034","0.02354","0.9248","0.48722","0.20544","0.00919","0.9505","0.50774","0.20625","0.00941","0.9698","0.42238","0.29893","0.00616","0.9538","0.57293","0.30405","0.01538","0.9471","0.41734","0.43052","-0.02220","0.9558","0.58475","0.42993","-0.01755","0.9657","0.42440","0.53953","-0.04478","0.9531","0.57551","0.54024","-0.03557","0.9747","0.41461","0.55950","-0.05108","0.9950","0.58193","0.56155","-0.04013","0.9429","0.40754","0.55359","-0.04963","0.9543","0.58853","0.55447","-0.04020","0.9635","0.42937","0.55376","-0.04252","0.9303","0.56975","0.55747","-0.03589","0.9453","0.45656","0.52217","-0.00097","0.9903","0.54421","0.52082","0.00488","0.9505","0.45492","0.71827","-0.00428","0.9642","0.54487","0.72204","0.00476","0.9352","0.45244","0.92292","0.00199","0.9495","0.54629","0.91986","0.00608","0.9488","0.45429","0.94052","0.01684","0.9455","0.54350","0.93960","0.02536","0.9645","0.45124","0.94738","-0.02105","0.9778","0.54654","0.95095","-0.01318","0.9306"
"420","14.0000","0.50084","0.18381","0.00995","0.9370","0.48229","0.17094","0.00528","0.9489","0.47336","0.17098","0.00709","0.9735","0.47218","0.17323","0.00704","0.9638","0.51490","0.17298","0.01265","0.9303","0.52256","0.17223","0.01174","0.9506","0.52644","0.17116","0.01647","0.9362","0.46434","0.18124","0.01768","0.9610","0.53043","0.18246","0.02286","0.9151","0.49114","0.20452","0.01160","0.9579","0.50726","0.21056","0.00912","0.9658","0.42296","0.30298","0.00728","0.9950","0.57212","0.30082","0.01208","0.9518","0.41435","0.43114","-0.02295","0.9552","0.58480","0.43132","-0.01462","0.9013","0.42826","0.54115","-0.04663","0.9741","0.57508","0.53886","-0.03959","0.9269","0.41733","0.56138","-0.05009","0.9563","0.58400","0.55980","-0.03902","0.9483","0.41143","0.55882","-0.04889","0.9704","0.58622","0.55689","-0.04074","0.9304","0.43271","0.55842","-0.04321","0.9576","0.57108","0.55594","-0.03816","0.9329","0.45284","0.52179","-0.00411","0.9673","0.54479","0.52554","0.00319","0.9012","0.45228","0.72002","-0.00880","0.9518","0.54367","0.72009","0.00533","0.9427","0.45487","0.92266","0.00080","0.9515","0.54096","0.91916","0.00722","0.9320","0.45377","0.93856","0.01666","0.9950","0.53962","0.94139","0.02202","0.9325","0.45233","0.95156","-0.02032","0.9648","0.54360","0.94758","-0.01708","0.9248"
"421","14.0333","0.50155","0.18664","0.01289","0.9611","0.48476","0.17499","0.00399","0.9747","0.47796","0.17469","0.01043","0.9585","0.47083","0.17469","0.00781","0.9729","0.51491","0.17279","0.01519","0.9016","0.52142","0.17283","0.01434","0.9455","0.52809","0.17563","0.01222","0.9335","0.46730","0.18720","0.01856","0.9879","0.53342","0.18577","0.02443","0.9605","0.49034","0.20791","0.00819","0.9928","0.50856","0.20961","0.01332","0.9590","0.42132","0.30736","0.00525","0.9809","0.57368","0.30440","0.01266","0.9326","0.41433","0.43318","-0.02764","0.9668","0.58763","0.43655","-0.01968","0.9583","0.42654","0.54156","-0.04508","0.9585","0.57220","0.54308","-0.03843","0.9517","0.41890","0.56217","-0.05112","0.9122","0.58254","0.55964","-0.04614","0.9441","0.41250","0.55591","-0.05158","0.9803","0.58826","0.55737","-0.04340","0.9201","0.42933","0.55537","-0.04478","0.9817","0.56999","0.55444","-0.04101","0.9432","0.45352","0.52928","-0.00236","0.9647","0.54618","0.52710","0.00622","0.9072","0.45564","0.72158","-0.00190","0.9438","0.54637","0.71910","0.00394","0.9285","0.45516","0.91813","0.00200","0.9373","0.54396","0.91678","0.01140","0.9386","0.45489","0.93885","0.01400","0.9631","0.54493","0.93893","0.02702","0.9817","0.45391","0.94997","-0.02216","0.9767","0.54156","0.94521","-0.01626","0.9680"
"422","14.0667","0.50096","0.18426","0.01021","0.9537","0.48483","0.17423","0.00615","0.9768","0.47749","0.17464","0.00957","0.9423","0.47084","0.17604","0.00662","0.9780","0.51526","0.17340","0.01479","0.9099","0.52132","0.17251","0.01565","0.9686","0.52813","0.17743","0.01410","0.9278","0.46917","0.18597","0.01505","0.9697","0.53378","0.18705","0.02488","0.9491","0.49057","0.20804","0.00680","0.9950","0.50912","0.20886","0.01373","0.9686","0.42353","0.30704","0.00483","0.9788","0.57209","0.30599","0.01190","0.9319","0.41493","0.43385","-0.02723","0.9462","0.58709","0.43481","-0.01913","0.9818","0.42782","0.54147","-0.04458","0.9447","0.57146","0.54189","-0.03997","0.9663","0.41634","0.56031","-0.04952","0.9575","0.58472","0.56059","-0.04659","0.9277","0.41355","0.55590","-0.05170","0.9950","0.59016","0.55741","-0.04500","0.9507","0.42877","0.55433","-0.04722","0.9469","0.56838","0.55291","-0.04086","0.9310","0.45310","0.52766","-0.00270","0.9720","0.54657","0.52835","0.00626","0.9258","0.45470","0.71961","-0.00021","0.9797","0.54608","0.72019","0.00254","0.9531","0.45624","0.91814","0.00260","0.9428","0.54323","0.91674","0.01427","0.9394","0.45577","0.93836","0.01375","0.9792","0.54369","0.93983","0.02646","0.9950","0.45463","0.94885","-0.02212","0.9653","0.54088","0.94631","-0.01448","0.9601"
"423","14.1000","0.49758","0.18607","0.01174","0.9663","0.48229","0.17880","0.00759","0.9504","0.47848","0.17681","0.00502","0.9524","0.46975","0.17712","0.00383","0.9645","0.51679","0.18035","0.01713","0.9393","0.52557","0.17696","0.01304","0.9243","0.52880","0.17940","0.01063","0.9503","0.46199","0.18572","0.01891","0.9631","0.53343","0.18575","0.02420","0.9512","0.49314","0.21180","0.00973","0.9562","0.50715","0.21382","0.00916","0.9296","0.42281","0.30633","0.00525","0.9904","0.57576","0.31088","0.01359","0.9571","0.41120","0.43798","-0.02385","0.9438","0.58678","0.43688","-0.01953","0.9666","0.42301","0.54244","-0.05211","0.9631","0.57289","0.53918","-0.04088","0.9408","0.41358","0.56279","-0.05937","0.9661","0.58414","0.56469","-0.04635","0.9507","0.41327","0.55527","-0.05218","0.9739","0.58567","0.55809","-0.04594","0.9500","0.42820","0.55898","-0.04967","0.9585","0.57058","0.56063","-0.04271","0.9436","0.45301","0.52913","0.00146","0.9280","0.54728","0.52999","0.00446","0.9526","0.45256","0.71852","-0.00814","0.9906","0.54534","0.71745","-0.00041","0.9682","0.45021","0.91945","0.00394","0.9299","0.54305","0.91846","0.00888","0.9226","0.45573","0.93812","0.01861","0.9607","0.54428","0.93893","0.02341","0.9573","0.45228","0.94936","-0.02026","0.9168","0.54275","0.94905","-0.01501","0.9540"
"424","14.1333","0.49995","0.19120","0.00658","0.9303","0.48228","0.18269","0.00084","0.9767","0.47724","0.17858","0.00629","0.9950","0.46972","0.18104","0.00685","0.9749","0.51666","0.18333","0.01151","0.9023","0.52334","0.17969","0.01302","0.9396","0.53129","0.18574","0.01289","0.9265","0.46633","0.19065","0.01602","0.9688","0.53282","0.19102","0.02103","0.9359","0.48881","0.21508","0.00703","0.9756","0.50954","0.21718","0.00826","0.9727","0.42098","0.31231","0.00516","0.9667","0.57556","0.31341","0.01154","0.9368","0.41411","0.43992","-0.03074","0.9461","0.58141","0.43996","-0.02544","0.9511","0.42306","0.54680","-0.05069","0.9262","0.57160","0.54675","-0.04859","0.9618","0.41815","0.56574","-0.05906","0.9416","0.58359","0.56345","-0.05013","0.9470","0.40976","0.56082","-0.05788","0.9790","0.58775","0.55989","-0.05233","0.9576","0.42961","0.55778","-0.05390","0.9812","0.57119","0.55757","-0.04513","0.9666","0.45635","0.53705","-0.00346","0.9659","0.54650","0.53241","0.00458","0.9393","0.45753","0.71771","-0.00788","0.9369","0.54500","0.71788","-0.00219","0.9723","0.45435","0.92239","0.00314","0.9604","0.54382","0.92249","0.01205","0.9311","0.45456","0.94001","0.01610","0.9222","0.54435","0.93854","0.02599","0.9569","0.45582","0.94929","-0.01942","0.9776","0.54372","0.94956","-0.01471","0.8951"
"425","14.1667","0.50051","0.19753","0.00827","0.9472","0.48196","0.18474","0.00406","0.9654","0.47692","0.18676","0.00503","0.9950","0.47210","0.18899","0.00625","0.9836","0.51693","0.18856","0.01109","0.9342","0.52306","0.18553","0.01187","0.9483","0.53006","0.18627","0.01105","0.9488","0.46553","0.19849","0.01654","0.9497","0.53461","0.19682","0.02247","0.9273","0.49262","0.22355","0.00605","0.9518","0.51012","0.22209","0.00409","0.9477","0.42694","0.31882","0.00371","0.9271","0.57561","0.31787","0.00824","0.9305","0.41451","0.44642","-0.03280","0.9348","0.58251","0.44380","-0.02507","0.9713","0.42964","0.54558","-0.05768","0.9673","0.57481","0.54478","-0.05310","0.9741","0.41512","0.57039","-0.06447","0.9834","0.57933","0.56857","-0.05797","0.9476","0.41348","0.55944","-0.06327","0.9719","0.58705","0.56173","-0.05718","0.9533","0.42879","0.56060","-0.06117","0.9498","0.56901","0.55780","-0.04947","0.9288","0.45555","0.54495","-0.00389","0.9413","0.54490","0.54418","0.00574","0.9294","0.45552","0.71961","-0.01326","0.9782","0.54405","0.71759","-0.00167","0.9523","0.45716","0.92083","0.00232","0.9703","0.54279","0.92043","0.01033","0.9403","0.45380","0.93961","0.01827","0.9550","0.54592","0.94015","0.02713","0.9339","0.45563","0.95053","-0.02261","0.9635","0.54685","0.94886","-0.01498","0.9542"
"426","14.2000","0.49945","0.19950","0.00997","0.9611","0.48162","0.18472","0.00466","0.9500","0.47708","0.18875","0.00566","0.9787","0.47009","0.18750","0.00476","0.9532","0.51837","0.18742","0.01129","0.9530","0.52452","0.18539","0.01229","0.9453","0.53080","0.18813","0.01201","0.9473","0.46471","0.19759","0.01702","0.9477","0.53600","0.19597","0.01984","0.9448","0.49126","0.22455","0.00615","0.9489","0.50889","0.22215","0.00429","0.9278","0.42532","0.31828","0.00527","0.9479","0.57515","0.31756","0.00978","0.9459","0.41425","0.44525","-0.03137","0.9615","0.58304","0.44440","-0.02442","0.9742","0.42688","0.54522","-0.05866","0.9503","0.57441","0.54550","-0.05062","0.9738","0.41699","0.56848","-0.06343","0.9661","0.58035","0.56719","-0.05630","0.9493","0.41579","0.55891","-0.06207","0.9373","0.58651","0.56191","-0.05585","0.9412","0.42909","0.56159","-0.05930","0.9576","0.56939","0.55893","-0.04962","0.9592","0.45528","0.54350","-0.00268","0.9709","0.54411","0.54363","0.00631","0.9379","0.45633","0.71969","-0.01352","0.9685","0.54450","0.71635","-0.00077","0.9439","0.45596","0.92064","0.00333","0.9624","0.54488","0.91930","0.01081","0.9436","0.45371","0.93895","0.01767","0.9777","0.54505","0.94221","0.02661","0.9534","0.45709","0.95010","-0.02159","0.9905","0.54693","0.94848","-0.01525","0.9337"
"427","14.2333","0.50144","0.20485","0.00651","0.9445","0.48191","0.19229","0.00219","0.9558","0.47859","0.19298","0.00199","0.9687","0.47013","0.19017","-0.00213","0.9317","0.51659","0.19415","0.00947","0.9533","0.52243","0.19307","0.00701","0.9502","0.53022","0.19749","0.00811","0.9412","0.46787","0.20567","0.01419","0.9744","0.53384","0.20523","0.01890","0.9293","0.48877","0.22787","0.00501","0.9540","0.51247","0.22806","0.00776","0.9713","0.42649","0.32470","0.00365","0.9466","0.57343","0.32574","0.01059","0.9573","0.41718","0.44799","-0.03579","0.9619","0.58552","0.44785","-0.02978","0.9186","0.42428","0.55240","-0.06356","0.9950","0.57278","0.54706","-0.05642","0.9510","0.41827","0.56736","-0.06473","0.9741","0.58227","0.56790","-0.06030","0.9252","0.41032","0.56154","-0.07103","0.9539","0.58654","0.56503","-0.06200","0.9422","0.43203","0.56696","-0.06043","0.9686","0.56997","0.56568","-0.05714","0.9746","0.45370","0.55107","-0.00027","0.9851","0.54656","0.55007","0.00557","0.9181","0.45369","0.72098","-0.01747","0.9557","0.54360","0.71653","-0.01190","0.9191","0.44988","0.91812","0.00347","0.9839","0.54752","0.91823","0.00730","0.9299","0.45108","0.93839","0.01543","0.9833","0.54656","0.94258","0.02620","0.9091","0.45530","0.94873","-0.02709","0.9571","0.54408","0.95021","-0.01619","0.9577"
"428","14.2667","0.49889","0.21270","0.00340","0.9936","0.48164","0.20286","0.00010","0.9529","0.47665","0.19657","0.00339","0.9950","0.47060","0.19866","0.00143","0.9419","0.51520","0.20010","0.00899","0.9590","0.52303","0.19765","0.00894","0.9364","0.52838","0.20114","0.01132","0.9754","0.46514","0.20870","0.01207","0.9433","0.53552","0.21194","0.01918","0.9121","0.49068","0.23410","0.00372","0.9568","0.50831","0.23773","0.00276","0.9216","0.42393","0.33191","0.00004","0.9855","0.57603","0.32597","0.00748","0.9307","0.41397","0.45258","-0.04027","0.9258","0.58093","0.45502","-0.03301","0.9298","0.42417","0.55490","-0.06614","0.9672","0.57589","0.55197","-0.06226","0.9267","0.41655","0.57010","-0.07362","0.9702","0.58395","0.56927","-0.06670","0.9590","0.41285","0.56745","-0.07245","0.9649","0.58209","0.56512","-0.06153","0.9352","0.42564","0.56625","-0.07006","0.9672","0.56716","0.56912","-0.06212","0.9421","0.45459","0.55589","0.00089","0.9704","0.54327","0.55539","0.00812","0.9255","0.45284","0.71956","-0.01964","0.9480","0.54212","0.71775","-0.01343","0.9179","0.45241","0.91825","0.00111","0.9511","0.54598","0.92005","0.01202","0.9380","0.45816","0.94052","0.01768","0.9542","0.54228","0.93956","0.02585","0.9164","0.45495","0.95015","-0.02274","0.9573","0.54361","0.95069","-0.01391","0.9513"
"429","14.3000","0.49836","0.21658","-0.00028","0.9759","0.48325","0.20502","0.00280","0.9258","0.47879","0.20431","0.00162","0.9384","0.47254","0.20434","-0.00166","0.9702","0.51913","0.20393","0.00825","0.9250","0.52117","0.20387","0.00866","0.9457","0.52882","0.20500","0.00705","0.9488","0.46777","0.21894","0.00630","0.9858","0.53577","0.21679","0.01773","0.9107","0.48608","0.24129","0.00505","0.9477","0.50882","0.24271","0.00535","0.9786","0.42606","0.33712","-0.00634","0.9631","0.57765","0.34013","0.00626","0.9499","0.41497","0.45768","-0.04458","0.9640","0.58590","0.45622","-0.03611","0.9761","0.42815","0.55204","-0.07625","0.9508","0.57549","0.55296","-0.06902","0.9605","0.41668","0.57423","-0.08100","0.9749","0.58258","0.57298","-0.07956","0.9224","0.41291","0.56942","-0.07954","0.9758","0.58561","0.56649","-0.07396","0.9160","0.43022","0.56829","-0.07697","0.9820","0.56990","0.57182","-0.06856","0.9520","0.45347","0.56438","-0.00128","0.9457","0.54562","0.56375","0.00525","0.9511","0.45290","0.71839","-0.02384","0.9539","0.54817","0.72004","-0.01668","0.9395","0.45412","0.91868","0.00090","0.9186","0.54562","0.92284","0.01125","0.9619","0.45527","0.93840","0.02092","0.9410","0.54334","0.93288","0.02739","0.9590","0.45543","0.94790","-0.02081","0.9736","0.54468","0.94916","-0.01502","0.9455"
"430","14.3333","0.49983","0.22229","0.00430","0.9655","0.47962","0.21458","-0.00097","0.9494","0.47562","0.21189","0.00023","0.9567","0.47074","0.21432","-0.00311","0.9308","0.51693","0.21531","0.00330","0.9236","0.52145","0.20935","0.00531","0.9646","0.53092","0.21250","0.00800","0.9675","0.46634","0.22403","0.00764","0.9467","0.53320","0.22427","0.01583","0.9286","0.48920","0.24683","0.00369","0.9543","0.51262","0.24959","0.00246","0.9950","0.42307","0.34831","-0.00347","0.9392","0.57296","0.34655","0.00176","0.9406","0.41322","0.46382","-0.04818","0.9765","0.58586","0.46463","-0.04025","0.9081","0.42602","0.55721","-0.08407","0.9291","0.57548","0.55822","-0.07380","0.9282","0.41488","0.57666","-0.08810","0.9382","0.58339","0.57861","-0.08097","0.9469","0.41104","0.56812","-0.08615","0.9427","0.58748","0.57190","-0.07839","0.9339","0.42889","0.57041","-0.08005","0.9639","0.57080","0.57080","-0.07066","0.9317","0.45475","0.57900","0.00016","0.9763","0.54302","0.57293","0.00201","0.9471","0.45290","0.72050","-0.03039","0.9494","0.54932","0.71759","-0.01838","0.9354","0.45684","0.91807","0.00378","0.9584","0.54574","0.92029","0.00691","0.9741","0.45449","0.93705","0.01710","0.9784","0.54740","0.93929","0.02497","0.9417","0.45473","0.95010","-0.02293","0.9574","0.54127","0.94805","-0.01677","0.9257"
"431","14.3667","0.50126","0.22365","0.00265","0.9882","0.48099","0.21389","-0.00115","0.9552","0.47689","0.21255","0.00136","0.9437","0.47128","0.21397","-0.00338","0.9433","0.51624","0.21491","0.00314","0.9299","0.52241","0.21173","0.00286","0.9520","0.53173","0.21220","0.00783","0.9648","0.46747","0.22494","0.00923","0.9621","0.53300","0.22429","0.01677","0.9455","0.48911","0.24638","0.00416","0.9566","0.51263","0.24960","0.00095","0.9844","0.42362","0.34868","-0.00264","0.9620","0.57304","0.34474","0.00348","0.9304","0.41258","0.46473","-0.04837","0.9732","0.58420","0.46438","-0.03970","0.9162","0.42506","0.55634","-0.08187","0.9056","0.57231","0.55896","-0.07489","0.9306","0.41463","0.57379","-0.08894","0.9398","0.58192","0.57725","-0.07974","0.9556","0.41083","0.56804","-0.08613","0.9589","0.58727","0.57203","-0.08088","0.9229","0.42909","0.57020","-0.08216","0.9678","0.57242","0.56892","-0.07213","0.9295","0.45525","0.57668","0.00065","0.9840","0.54382","0.57303","0.00168","0.9327","0.45143","0.72116","-0.03091","0.9330","0.54897","0.71774","-0.01931","0.9248","0.45829","0.92056","0.00482","0.9438","0.54580","0.92201","0.00815","0.9630","0.45565","0.93635","0.01823","0.9591","0.54891","0.93900","0.02600","0.9421","0.45594","0.94900","-0.02414","0.9461","0.54089","0.94856","-0.01623","0.9256"
